Marca;Modelo;Combustible;Transmisión;Estado;Año matricula;Kilometraje;Potencia;Precio
Ford;Mustang;Gasolina;Manual;Usado;02/2019;9702;450.0;42490.0
Nissan;370Z;Gasolina;Manual;Usado;08/2020;50;344.0;42500.0
Volkswagen;Arteon;Gasolina;Automática;Usado;03/2019;13392;272.0;42756.0
Mercedes-Benz;E 400;Gasolina;Automática;Usado;07/2017;60656;333.0;42880.0
Ford;Mustang;Gasolina;Manual;Usado;09/2018;16710;450.0;42990.0
Audi;A7;Diesel;Automática;Usado;02/2016;86900;326.0;42990.0
Mercedes-Benz;GLC 250;Gasolina;Automática;Usado;05/2018;11962;211.0;42990.0
Ford;Mustang;Gasolina;Manual;Usado;10/2018;21300;450.0;42990.0
Ford;Mustang;Gasolina;Automática;Nuevo;09/2020;5;450.0;43500.0
Renault;Kadjar;Diesel;Automática;Usado;08/2016;67952;110.0;13480.0
Ford;Grand C-Max;Gasolina;Manual;Usado;10/2016;40075;150.0;13480.0
Renault;Captur;Gasolina;Manual;Usado;09/2019;12849;90.0;13480.0
Renault;Kadjar;Diesel;Manual;Usado;04/2017;87086;131.0;13480.0
Skoda;Yeti;Diesel;Manual;Usado;12/2016;80006;110.0;13480.0
Ford;EcoSport;Diesel;Manual;Usado;08/2017;31299;95.0;13480.0
Honda;CR-V;Gasolina;Manual;Usado;01/2013;69396;150.0;13489.0
Peugeot;2008;Gasolina;Automática;Usado;05/2016;7230;110.0;13490.0
Mitsubishi;ASX;Gasolina;Manual;Usado;09/2016;41519;117.0;13490.0
Opel;Mokka X;Gasolina;Manual;Usado;11/2016;49809;140.0;13490.0
Peugeot;3008;Diesel;Automática;Usado;04/2016;70110;120.0;13490.0
Renault;Captur;Gasolina;Manual;Usado;11/2016;9212;118.0;13490.0
Kia;Sportage;Gasolina;Manual;Usado;10/2015;38166;166.0;13490.0
Hyundai;Tucson;Diesel;Manual;Usado;06/2016;97800;116.0;13490.0
Renault;Captur;Gasolina;Manual;Usado;05/2019;14333;90.0;13490.0
Ford;EcoSport;Gasolina;Manual;Usado;03/2018;16942;125.0;13490.0
Opel;Crossland X;Gasolina;Manual;Nuevo;09/2020;1;82.0;13490.0
Renault;Kadjar;Gasolina;Manual;Usado;01/2018;11478;131.0;13490.0
Ford;Kuga;Gasolina;Manual;Usado;02/2017;46948;120.0;13490.0
Renault;Kadjar;Diesel;Manual;Usado;12/2015;69000;131.0;13490.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;1;110.0;12740.0
Opel;Astra;Gasolina;Manual;Usado;04/2017;60167;150.0;12750.0
Ford;Focus;Diesel;Manual;Usado;03/2015;61487;120.0;12750.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;95.0;12760.0
SEAT;Ibiza;Gasolina;Manual;Usado;01/2015;48376;140.0;12770.0
Kia;Ceed SW / cee'd SW;Diesel;Manual;Usado;09/2015;82345;136.0;12790.0
Skoda;Fabia;Gasolina;Automática;Usado;04/2017;64330;110.0;12840.0
Opel;Insignia;Diesel;Manual;Usado;03/2016;90070;170.0;12850.0
Ford;Focus;Diesel;Manual;Usado;11/2016;96700;150.0;12850.0
Skoda;Octavia;Gasolina;Manual;Usado;07/2018;26657;86.0;12880.0
Skoda;Octavia;Gasolina;Automática;Usado;01/2015;98900;105.0;12880.0
Skoda;Octavia;Diesel;Manual;Usado;01/2017;81247;110.0;12880.0
Skoda;Fabia;Gasolina;Manual;Usado;09/2019;10683;95.0;12890.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;95.0;12890.0
Volkswagen;Caddy;Gasolina;Manual;Usado;09/2017;38300;84.0;12910.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;110.0;12918.0
Kia;Ceed SW / cee'd SW;Diesel;Automática;Usado;06/2016;84737;136.0;12930.0
Ford;Mondeo;Diesel;Manual;Usado;07/2014;68813;140.0;12940.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;95.0;12950.0
Fiat;Tipo;Diesel;Manual;Usado;09/2016;32497;120.0;12950.0
Opel;Astra;Diesel;Manual;Usado;01/2017;85695;95.0;9480.0
Opel;Corsa;Gasolina;Manual;Usado;05/2017;13950;101.0;9489.0
Kia;Ceed / cee'd;Diesel;Manual;Usado;11/2014;96800;128.0;9489.0
Volkswagen;Polo;Gasolina;Manual;Usado;11/2015;50253;60.0;9489.0
Dacia;Sandero;Gasolina;Manual;Usado;08/2017;33300;90.0;9490.0
Renault;Clio;Gasolina;Manual;Usado;02/2016;29100;90.0;9490.0
Fiat;Tipo;Gasolina;Manual;Usado;10/2016;31605;95.0;9490.0
Honda;Jazz;Gasolina;Manual;Usado;01/2016;85628;102.0;9490.0
Ford;Focus;Gasolina;Manual;Usado;06/2011;84862;150.0;9490.0
Opel;Corsa;Diesel;Manual;Usado;05/2017;89500;75.0;9490.0
Volkswagen;Polo;Gasolina;Manual;Usado;06/2012;65800;90.0;9490.0
Hyundai;i20;Gasolina;Manual;Usado;12/2017;51504;84.0;9500.0
Toyota;Auris;Gasolina;Manual;Usado;03/2016;61824;99.0;9500.0
Volkswagen;Golf;Gasolina;Manual;Usado;04/2012;80643;122.0;9500.0
Ford;Fiesta;Diesel;Manual;Usado;03/2017;67339;95.0;9570.0
Peugeot;208;Gasolina;Manual;Usado;03/2017;9987;68.0;9590.0
Ford;Fiesta;Gasolina;Manual;Usado;12/2018;65000;71.0;9590.0
SEAT;Leon;Gasolina;Manual;Usado;03/2017;77400;86.0;9590.0
SEAT;Leon;Gasolina;Manual;Usado;03/2017;77400;86.0;9594.0
Volkswagen;Polo;Gasolina;Manual;Usado;09/2016;33900;60.0;9630.0
Renault;Scenic;Gasolina;Manual;Usado;11/2017;8799;116.0;13970.0
BMW;218;Gasolina;Manual;Usado;01/2016;69842;136.0;13980.0
Opel;Zafira Tourer;Gasolina;Manual;Usado;06/2015;74616;140.0;13980.0
Volkswagen;Caddy;Diesel;Manual;Usado;03/2017;83700;102.0;13990.0
Renault;Trafic;Diesel;Manual;Usado;05/2016;40022;90.0;13990.0
BMW;;Gasolina;Manual;Usado;03/2016;79200;150.0;13990.0
Ford;Grand C-Max;Gasolina;Manual;Usado;05/2016;45900;125.0;13990.0
Opel;Zafira;Diesel;Manual;Usado;08/2016;74900;170.0;13990.0
Renault;Trafic;Diesel;Manual;Usado;03/2017;65035;95.0;13990.0
Ford;C-Max;Gasolina;Manual;Usado;10/2018;37170;125.0;13990.0
Opel;Zafira;Diesel;Manual;Usado;05/2017;94203;170.0;13990.0
Peugeot;3008;Diesel;Manual;Usado;02/2015;50050;120.0;13990.0
Volkswagen;Touran;Diesel;Manual;Usado;05/2012;59000;105.0;14209.0
Volkswagen;Touran;Diesel;Automática;Usado;07/2016;97456;116.0;14220.0
Kia;Venga;Gasolina;Manual;Usado;07/2019;480;125.0;14272.0
Dacia;Lodgy;Gasolina;Manual;Nuevo;09/2020;100;102.0;14349.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;10/2015;37450;110.0;14450.0
Renault;Grand Scenic;Gasolina;Manual;Usado;07/2017;30044;116.0;14480.0
Ford;Grand C-Max;Gasolina;Manual;Usado;02/2016;52600;150.0;14555.0
Dacia;Dokker;Gasolina;Manual;Nuevo;09/2020;10;131.0;14661.0
Microcar;Due;Diesel;Automática;Nuevo;09/2020;100;8.0;8999.0
Opel;Adam;Gasolina;Manual;Usado;06/2016;72863;116.0;8999.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;100;73.0;9190.0
Opel;Corsa;Gasolina;Manual;Usado;10/2016;25319;90.0;9190.0
Opel;Adam;Gasolina;Manual;Usado;05/2015;87277;116.0;9190.0
Skoda;Fabia;Gasolina;Manual;Usado;11/2015;34000;90.0;9220.0
Skoda;Citigo;Gasolina;Manual;Usado;09/2018;16300;60.0;9237.0
Toyota;Aygo;Gasolina;Manual;Usado;04/2020;10;72.0;9240.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;10;71.0;9290.0
Volkswagen;Polo;Gasolina;Manual;Usado;04/2017;28101;60.0;9290.0
Ford;Fiesta;Gasolina;Manual;Usado;02/2017;46286;82.0;9290.0
Opel;Karl;Gasolina;Manual;Usado;09/2017;43650;75.0;9290.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;100;71.0;9290.0
Peugeot;108;Gasolina;Manual;Usado;03/2018;15100;82.0;9290.0
Opel;Corsa;Gasolina;Manual;Usado;03/2018;30920;90.0;9333.0
SEAT;Ibiza;Gasolina;Automática;Usado;08/2014;70999;105.0;9390.0
Volkswagen;up!;Gasolina;Manual;Usado;09/2015;45655;75.0;9419.0
Renault;Clio;Gasolina;Automática;Usado;12/2013;78880;120.0;9445.0
Opel;Adam;Gasolina;Manual;Usado;02/2017;23584;87.0;9450.0
Volkswagen;Polo;Gasolina;Manual;Usado;02/2012;72145;86.0;9450.0
Kia;Ceed / cee'd;Gasolina;Manual;Usado;04/2012;47750;90.0;7245.0
Dacia;Logan;Gasolina;Manual;Usado;02/2013;56200;105.0;7250.0
Volkswagen;up!;Gasolina;Manual;Usado;12/2017;39775;60.0;7250.0
SEAT;Mii;Gasolina;Manual;Usado;02/2014;15545;60.0;7270.0
Renault;Twingo;Gasolina;Manual;Usado;04/2017;25804;69.0;7280.0
SEAT;Ibiza;Diesel;Manual;Usado;08/2015;57459;75.0;7280.0
Volkswagen;up!;Gasolina;Manual;Usado;07/2016;72351;75.0;7282.0
Citroen;C1;Gasolina;Manual;Usado;02/2017;56550;69.0;7290.0
Volkswagen;up!;Gasolina;Manual;Usado;02/2016;71451;75.0;7290.0
Hyundai;i30;Gasolina;Manual;Usado;10/2014;59387;99.0;7290.0
Hyundai;i10;Gasolina;Manual;Usado;03/2018;77793;67.0;7300.0
Hyundai;i10;Gasolina;Manual;Usado;03/2018;77569;67.0;7300.0
Hyundai;i10;Gasolina;Manual;Usado;03/2018;75163;67.0;7300.0
Hyundai;i10;Gasolina;Manual;Usado;03/2018;76442;67.0;7300.0
Hyundai;i10;Gasolina;Manual;Usado;03/2018;76125;67.0;7300.0
Volkswagen;up!;Gasolina;Manual;Usado;07/2017;38969;60.0;7330.0
Toyota;Aygo;Gasolina;Manual;Usado;08/2016;38500;69.0;7340.0
Citroen;DS3;Gasolina;Automática;Usado;05/2011;81489;120.0;7350.0
Ford;Fiesta;Gasolina;Manual;Usado;10/2014;80000;80.0;7390.0
Opel;Corsa;Gasolina;Manual;Usado;04/2018;46163;90.0;7390.0
Ford;Mustang;Gasolina;Manual;Usado;02/2019;9702;450.0;42490.0
Nissan;370Z;Gasolina;Manual;Usado;08/2020;50;344.0;42500.0
Volkswagen;Arteon;Gasolina;Automática;Usado;03/2019;13392;272.0;42756.0
Mercedes-Benz;E 400;Gasolina;Automática;Usado;07/2017;60656;333.0;42880.0
Ford;Mustang;Gasolina;Manual;Nuevo;09/2020;10;313.0;42890.0
Ford;Mustang;Gasolina;Manual;Usado;09/2018;16710;450.0;42990.0
Audi;A7;Diesel;Automática;Usado;02/2016;86900;326.0;42990.0
Mercedes-Benz;GLC 250;Gasolina;Automática;Usado;05/2018;11962;211.0;42990.0
Ford;Mustang;Gasolina;Manual;Usado;10/2018;21300;450.0;42990.0
Jaguar;F-Type;Gasolina;Automática;Usado;02/2018;2255;300.0;43820.0
Mercedes-Benz;GLC 350;Diesel;Automática;Usado;07/2017;61400;258.0;43888.0
Mercedes-Benz;GLC 200;Gasolina;Automática;Usado;02/2020;4210;197.0;43900.0
Mercedes-Benz;GLE 350;Diesel;Automática;Usado;08/2016;82231;258.0;43990.0
Ford;Mustang;Gasolina;Automática;Usado;07/2019;19827;450.0;44198.0
Mercedes-Benz;E 300;Gasolina;Automática;Usado;10/2018;8815;245.0;44390.0
Mercedes-Benz;CLA 45 AMG;Gasolina;Automática;Usado;03/2017;52819;381.0;44470.0
Audi;Q3;Gasolina;Manual;Usado;05/2020;3000;150.0;44568.0
Ford;Mustang;Gasolina;Automática;Nuevo;09/2020;100;450.0;44653.0
Mercedes-Benz;E 220;Diesel;Automática;Usado;11/2018;13774;194.0;44790.0
Kia;Stinger;Gasolina;Automática;Usado;09/2020;15;245.0;44800.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;10;101.0;13398.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;10;101.0;13398.0
Land Rover;Rover Freelander;Diesel;Automática;Usado;03/2013;86800;150.0;13430.0
Kia;Sportage;Diesel;Manual;Usado;05/2015;89167;116.0;13440.0
Nissan;Qashqai;Gasolina;Manual;Usado;03/2016;36053;116.0;13440.0
Renault;Kadjar;Gasolina;Manual;Usado;11/2016;35191;131.0;13440.0
SEAT;Ateca;Gasolina;Manual;Usado;10/2017;65802;116.0;13440.0
Opel;Mokka;Gasolina;Manual;Usado;12/2015;53528;140.0;13445.0
BMW;X1;Gasolina;Automática;Usado;10/2011;95990;184.0;13450.0
Opel;Mokka;Diesel;Automática;Usado;05/2014;71017;131.0;13450.0
Ford;EcoSport;Gasolina;Manual;Usado;05/2016;48200;140.0;13460.0
Volkswagen;Tiguan;Diesel;Manual;Usado;09/2014;69416;110.0;13469.0
Volkswagen;Tiguan;Gasolina;Manual;Usado;03/2015;68000;122.0;13470.0
Renault;Kadjar;Diesel;Automática;Usado;08/2016;67952;110.0;13480.0
Ford;Grand C-Max;Gasolina;Manual;Usado;10/2016;40075;150.0;13480.0
Renault;Captur;Gasolina;Manual;Usado;09/2019;12849;90.0;13480.0
Volkswagen;Tiguan;Gasolina;Manual;Usado;03/2014;65500;122.0;13480.0
Skoda;Yeti;Diesel;Manual;Usado;12/2016;80006;110.0;13480.0
Ford;EcoSport;Diesel;Manual;Usado;08/2017;31299;95.0;13480.0
Honda;CR-V;Gasolina;Manual;Usado;01/2013;69396;150.0;13489.0
Skoda;Fabia;Gasolina;Manual;Usado;07/2019;15;75.0;12960.0
Volkswagen;Golf Sportsvan;Diesel;Manual;Usado;08/2016;84800;110.0;12980.0
Opel;Astra;Diesel;Manual;Usado;07/2018;40110;110.0;12980.0
Skoda;Rapid/Spaceback;Gasolina;Manual;Usado;08/2018;70710;95.0;12989.0
Opel;Astra;Gasolina;Manual;Usado;10/2017;25200;150.0;12990.0
SEAT;Leon;Gasolina;Manual;Usado;12/2016;37700;86.0;12990.0
Ford;C-Max;Gasolina;Manual;Usado;03/2016;56559;125.0;12990.0
Ford;Transit Connect;Diesel;Manual;Usado;03/2016;57100;120.0;12990.0
Citroen;Berlingo;Diesel;Automática;Usado;10/2017;64168;99.0;12990.0
Skoda;Fabia;Gasolina;Manual;Usado;09/2017;59087;110.0;12990.0
Hyundai;i40;Gasolina;Manual;Usado;06/2016;46893;135.0;12990.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;10;95.0;12990.0
Renault;Megane;Gasolina;Manual;Usado;04/2017;29000;132.0;12990.0
SEAT;Leon;Diesel;Manual;Usado;02/2017;58618;116.0;12990.0
Kia;Ceed / cee'd;Gasolina;Manual;Usado;05/2019;36674;99.0;12990.0
Opel;Zafira Tourer;Gasolina;Automática;Usado;03/2012;80621;140.0;12990.0
Renault;Clio;Gasolina;Manual;Usado;03/2019;17411;90.0;12990.0
Mitsubishi;ASX;Gasolina;Manual;Usado;02/2015;52962;117.0;12990.0
Skoda;Octavia;Gasolina;Manual;Usado;10/2014;81482;140.0;12990.0
Skoda;Rapid/Spaceback;Gasolina;Manual;Usado;08/2017;39900;95.0;12995.0
Kia;Ceed / cee'd;Gasolina;Manual;Usado;10/2014;46300;99.0;9640.0
Dacia;Sandero;Gasolina;Manual;Usado;05/2017;22900;90.0;9690.0
Dacia;Sandero;Gasolina;Manual;Usado;04/2019;4999;90.0;9769.0
Audi;A1;Diesel;Manual;Usado;04/2011;83100;105.0;9780.0
Kia;Soul;Diesel;Manual;Usado;06/2015;85461;128.0;9790.0
Citroen;C3;Gasolina;Manual;Usado;08/2018;6711;82.0;9790.0
Toyota;Yaris;Gasolina;Automática;Usado;02/2013;24012;99.0;9790.0
Volkswagen;Golf;Gasolina;Manual;Usado;04/2013;91800;122.0;9821.0
Mazda;2;Gasolina;Manual;Usado;12/2015;47350;90.0;9830.0
Opel;Astra;Gasolina;Manual;Usado;10/2014;57039;120.0;9865.0
Volkswagen;Golf Plus;Gasolina;Manual;Usado;11/2013;62481;122.0;9870.0
Opel;Astra;Gasolina;Manual;Usado;02/2014;38580;116.0;9880.0
SEAT;Ibiza;Gasolina;Manual;Usado;04/2017;50222;90.0;9880.0
Toyota;Auris;Gasolina;Manual;Usado;07/2015;50980;99.0;9888.0
Ford;Fiesta;Gasolina;Manual;Usado;07/2018;49990;86.0;9890.0
Skoda;Octavia;Gasolina;Manual;Usado;04/2013;43805;86.0;9890.0
Hyundai;i30;Gasolina;Manual;Usado;05/2014;35150;99.0;9890.0
Skoda;Fabia;Gasolina;Manual;Usado;12/2018;23041;75.0;9890.0
Opel;Karl;Gasolina;Manual;Usado;06/2019;1500;73.0;9890.0
Ford;Grand C-Max;Gasolina;Manual;Usado;04/2018;36035;150.0;15930.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;10/2015;37092;150.0;15945.0
Ford;S-Max;Gasolina;Manual;Usado;11/2013;64500;160.0;15950.0
Opel;Zafira;Diesel;Automática;Usado;11/2017;37817;131.0;15950.0
Volkswagen;Caddy;Diesel;Manual;Usado;03/2017;20340;102.0;15970.0
BMW;220;Diesel;Automática;Usado;11/2016;60200;190.0;15980.0
Volkswagen;Touran;Diesel;Manual;Usado;07/2017;71736;116.0;15980.0
Ford;Tourneo Connect;Diesel;Manual;Usado;07/2017;91962;120.0;15980.0
Opel;Zafira;Diesel;Automática;Usado;08/2017;94554;170.0;15980.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;08/2014;46000;150.0;15980.0
Renault;Trafic;Diesel;Manual;Usado;12/2018;42926;95.0;15989.0
Renault;Trafic;Diesel;Manual;Usado;11/2016;70567;125.0;15990.0
Volkswagen;Touran;Diesel;Automática;Usado;05/2017;70801;116.0;15990.0
Dacia;Lodgy;Diesel;Manual;Nuevo;09/2020;100;116.0;15990.0
Volkswagen;Sharan;Diesel;Manual;Usado;11/2014;98800;140.0;15990.0
Volkswagen;Touran;Gasolina;Automática;Usado;11/2013;72284;140.0;15990.0
Ford;C-Max;Gasolina;Manual;Usado;01/2018;12900;125.0;15990.0
Ford;C-Max;Diesel;Manual;Usado;06/2018;20;120.0;15990.0
BMW;218;Gasolina;Manual;Usado;01/2015;18035;136.0;15990.0
Ford;Grand C-Max;Gasolina;Manual;Usado;04/2018;29312;150.0;15990.0
Ford;Fiesta;Gasolina;Manual;Usado;09/2016;58170;101.0;9480.0
Ford;Fiesta;Gasolina;Manual;Usado;09/2016;58170;101.0;9480.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;11;73.0;9480.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;11;73.0;9480.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;100;71.0;9490.0
Peugeot;108;Gasolina;Manual;Usado;07/2019;2675;72.0;9490.0
Citroen;DS3;Gasolina;Manual;Usado;06/2016;20900;82.0;9490.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;10;71.0;9490.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;100;71.0;9490.0
Fiat;Panda;Gasolina;Manual;Usado;12/2018;13579;69.0;9490.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;100;73.0;9490.0
Peugeot;108;Gasolina;Manual;Usado;03/2018;11160;82.0;9490.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;100;71.0;9490.0
Volkswagen;Polo;Gasolina;Automática;Usado;05/2011;96747;105.0;9500.0
Volkswagen;Polo;Gasolina;Manual;Usado;04/2016;42560;75.0;9550.0
Skoda;Citigo;Gasolina;Manual;Usado;11/2018;9087;60.0;9567.0
Kia;Picanto;Gasolina;Manual;Usado;04/2019;18203;67.0;9580.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;100;71.0;9590.0
Opel;Corsa;Gasolina;Manual;Usado;10/2016;38327;90.0;9590.0
Opel;Corsa;Gasolina;Manual;Usado;10/2016;41109;101.0;9590.0
Hyundai;i30;Gasolina;Manual;Usado;06/2014;86711;99.0;7690.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;100;73.0;7691.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;100;73.0;7691.0
Kia;Soul;Gasolina;Manual;Usado;12/2012;90000;126.0;7699.0
Lada;Kalina;Gasolina;Automática;Usado;10/2016;29000;98.0;7700.0
Audi;A3;Gasolina;Manual;Usado;05/2010;89527;125.0;7700.0
Peugeot;207;Gasolina;Manual;Usado;04/2011;87500;120.0;7739.0
Volkswagen;Polo;Gasolina;Manual;Usado;03/2011;25300;60.0;7750.0
Opel;Corsa;Gasolina;Manual;Usado;12/2016;27962;69.0;7750.0
Renault;Twingo;Gasolina;Manual;Usado;11/2015;39681;90.0;7765.0
Ford;Fiesta;Gasolina;Manual;Usado;05/2017;59156;65.0;7770.0
Opel;Corsa;Gasolina;Manual;Usado;10/2016;70072;90.0;7770.0
Opel;Corsa;Gasolina;Manual;Usado;02/2017;32879;69.0;7780.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;100;73.0;7790.0
Opel;Corsa;Gasolina;Manual;Usado;07/2018;22500;69.0;7790.0
Hyundai;i30;Gasolina;Manual;Usado;01/2014;89590;99.0;7797.0
Nissan;Juke;Gasolina;Automática;Usado;08/2011;32000;117.0;7799.0
Opel;Meriva;Gasolina;Manual;Usado;08/2011;42981;120.0;7850.0
Skoda;Yeti;Gasolina;Manual;Usado;07/2013;99000;105.0;7850.0
Opel;Corsa;Gasolina;Manual;Usado;11/2016;33376;69.0;7850.0
Audi;A7;Diesel;Automática;Usado;10/2016;46027;326.0;46909.0
Audi;S5;Gasolina;Automática;Usado;08/2017;19279;354.0;46990.0
Ford;Mustang;Gasolina;Manual;Usado;09/2018;6614;460.0;47230.0
Ford;Mustang;Gasolina;Manual;Nuevo;09/2020;15;450.0;47350.0
Ford;Mustang;Gasolina;Manual;Nuevo;09/2020;100;450.0;47663.0
Ford;Mustang;Gasolina;Manual;Usado;05/2016;29620;519.0;47822.0
Mercedes-Benz;GLE 450;Gasolina;Automática;Usado;05/2016;60749;367.0;47849.0
Mercedes-Benz;GLE 350;Diesel;Automática;Usado;11/2016;49312;258.0;47880.0
Mercedes-Benz;E 350;Gasolina;Automática;Usado;06/2019;8423;313.0;47890.0
Ford;Mustang;Gasolina;Automática;Usado;07/2020;5628;450.0;47990.0
Ford;Mustang;Gasolina;Automática;Nuevo;09/2020;15;450.0;48350.0
Ford;Mustang;Gasolina;Automática;Nuevo;09/2020;100;450.0;48574.0
Ford;Mustang;Gasolina;Automática;Nuevo;09/2020;100;450.0;48818.0
Jaguar;F-Type;Gasolina;Automática;Usado;05/2018;25935;340.0;48820.0
Renault;Megane;Gasolina;Manual;Nuevo;09/2020;11;300.0;48990.0
Audi;A5;Diesel;Automática;Usado;05/2019;26032;286.0;49440.0
Audi;TTS;Gasolina;Automática;Usado;02/2020;12960;306.0;49490.0
Mercedes-Benz;CLA 35 AMG;Gasolina;Automática;Usado;08/2019;8653;306.0;49790.0
Jaguar;F-Type;Gasolina;Automática;Usado;06/2018;18100;340.0;49800.0
Peugeot;2008;Gasolina;Automática;Usado;05/2016;7230;110.0;13490.0
Opel;Mokka X;Gasolina;Manual;Usado;11/2016;49809;140.0;13490.0
Peugeot;3008;Diesel;Automática;Usado;04/2016;70110;120.0;13490.0
Kia;Sportage;Gasolina;Manual;Usado;10/2015;38166;166.0;13490.0
Hyundai;Tucson;Diesel;Manual;Usado;06/2016;97800;116.0;13490.0
Renault;Captur;Gasolina;Manual;Usado;05/2019;14333;90.0;13490.0
Ford;EcoSport;Gasolina;Manual;Usado;03/2018;16942;125.0;13490.0
Renault;Kadjar;Gasolina;Manual;Usado;01/2018;11478;131.0;13490.0
Ford;Kuga;Gasolina;Manual;Usado;02/2017;46948;120.0;13490.0
Renault;Kadjar;Diesel;Manual;Usado;12/2015;69000;131.0;13490.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;100;101.0;13499.0
Dacia;Duster;Gasolina;Manual;Usado;04/2019;4999;114.0;13499.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;100;101.0;13500.0
SsangYong;Tivoli;Gasolina;Manual;Usado;03/2018;17400;128.0;13500.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;100;101.0;13535.0
Hyundai;iX35;Gasolina;Manual;Usado;09/2015;40591;135.0;13570.0
Opel;Crossland X;Gasolina;Manual;Usado;04/2019;44150;83.0;13571.0
Renault;Kadjar;Diesel;Manual;Usado;03/2017;54487;131.0;13580.0
Hyundai;iX35;Gasolina;Manual;Usado;07/2015;39520;135.0;13585.0
BMW;X1;Diesel;Manual;Usado;10/2013;57153;116.0;13590.0
SEAT;Leon;Gasolina;Manual;Usado;12/2016;37700;86.0;12990.0
SEAT;Leon;Gasolina;Manual;Usado;01/2017;39200;86.0;12990.0
Ford;C-Max;Gasolina;Manual;Usado;03/2016;56559;125.0;12990.0
Ford;Transit Connect;Diesel;Manual;Usado;03/2016;57100;120.0;12990.0
Citroen;Berlingo;Diesel;Automática;Usado;10/2017;64168;99.0;12990.0
Skoda;Fabia;Gasolina;Manual;Usado;09/2017;59087;110.0;12990.0
Hyundai;i40;Gasolina;Manual;Usado;06/2016;46893;135.0;12990.0
Toyota;Auris;Diesel;Manual;Usado;05/2016;69910;111.0;12990.0
SEAT;Leon;Diesel;Manual;Usado;02/2017;58618;116.0;12990.0
Opel;Zafira Tourer;Gasolina;Automática;Usado;03/2012;80621;140.0;12990.0
Renault;Clio;Gasolina;Manual;Usado;03/2019;17411;90.0;12990.0
Skoda;Octavia;Gasolina;Manual;Usado;10/2014;81482;140.0;12990.0
Skoda;Rapid/Spaceback;Gasolina;Manual;Usado;08/2017;39900;95.0;12995.0
SEAT;Leon;Gasolina;Manual;Usado;10/2015;82000;125.0;12999.0
Hyundai;i30;Gasolina;Manual;Nuevo;09/2020;100;110.0;13190.0
Hyundai;i30;Gasolina;Manual;Nuevo;09/2020;100;110.0;13190.0
MINI;One Clubman;Gasolina;Manual;Usado;04/2017;25104;102.0;13220.0
Opel;Astra;Gasolina;Manual;Usado;02/2017;31770;125.0;13250.0
Peugeot;308;Diesel;Manual;Usado;03/2018;57395;120.0;13260.0
Hyundai;i30;Gasolina;Manual;Usado;06/2019;20501;99.0;13270.0
Suzuki;Baleno;Gasolina;Manual;Usado;04/2017;59329;111.0;9900.0
Suzuki;SX4;Gasolina;Manual;Usado;03/2015;70839;120.0;9900.0
Volkswagen;up!;Gasolina;Manual;Usado;05/2018;46553;75.0;9930.0
Skoda;Rapid/Spaceback;Gasolina;Manual;Usado;09/2015;63325;90.0;9940.0
Volkswagen;Golf;Gasolina;Manual;Usado;05/2014;91987;86.0;9950.0
Hyundai;i20;Gasolina;Manual;Usado;12/2017;48300;84.0;9950.0
Toyota;Auris;Gasolina;Manual;Usado;04/2014;82327;132.0;9950.0
Opel;Insignia;Gasolina;Manual;Usado;11/2011;79655;140.0;9950.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;1;60.0;9960.0
Opel;Corsa;Gasolina;Manual;Usado;07/2017;28336;90.0;9965.0
Volkswagen;Golf;Gasolina;Manual;Usado;06/2016;69389;86.0;9970.0
Honda;Civic;Gasolina;Manual;Usado;04/2012;86000;141.0;9970.0
Skoda;Octavia;Gasolina;Automática;Usado;11/2012;97000;105.0;9979.0
